"CID","SIB","Mean.Temp","Temp.Var","UniID","Date.hatch","Surv.4th","Date.4th","Time.4th","Mass.4th","Surv.5th","Date.5th","Time.5th","Mass.5th","Surv.pupa","Date.pupa","Time.pupa","Mass.pupa","PupateOk","Surv.eclose","Date.eclose","Time.eclose","EcloseOk","Sex","Mass.adult","Date.dead","Time.death","Stage.final","Notes"
156,"8",26,5,"156.8.26.5","5/11","Y","5/17",6,14.3,"Y","5/19",8,67.8,"Y","5/22",11,181.6,"Y","N","",NA,"","",NA,"5/30",19,"pupa",""
157,"8",26,5,"157.8.26.5","5/11","Y","5/17",6,10.6,"Y","5/19",8,47.9,"Y","5/23",12,260.6,"Y","Y","6/2",22,"N","M",160.5,"",NA,"adult","deformed adult"
158,"M1",26,5,"158.M1.26.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",3,"1",""
159,"15",26,5,"159.15.26.5","5/10","Y","5/17",7,12.4,"Y","5/19",9,47.5,"Y","5/23",13,264.9,"Y","Y","5/30",20,"Y","F",147,"",NA,"adult",""
160,"8",26,5,"160.8.26.5","5/11","Y","5/17",6,12.3,"Y","5/19",8,51.9,"Y","5/22",11,195.9,"Y","N","",NA,"","",NA,"5/30",19,"pupa",""
161,"15",26,5,"161.15.26.5","5/10","Y","5/17",7,7.9,"Y","5/19",9,34.5,"Y","5/23",13,185.3,"Y","Y","5/30",20,"Y","F",106.9,"",NA,"adult",""
162,"M1",16,5,"162.M1.16.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",3,"1",""
163,"M1",16,5,"163.M1.16.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",3,"1",""
164,"12",34,5,"164.12.34.5","5/11","Y","5/17",6,11.2,"Y","5/20",9,44.5,"Y","5/25",14,124.6,"Y","N","",NA,"","",NA,"6/5",25,"pupa",""
165,"8",34,5,"165.8.34.5","5/9","Y","5/17",8,15.5,"Y","5/21",12,66,"N","",NA,NA,"","N","",NA,"","",NA,"5/24",15,"5",""
166,"12",34,5,"166.12.34.5","5/10","Y","5/17",7,9.2,"Y","5/20",10,40.4,"Y","5/25",15,112.1,"Y","N","",NA,"","",NA,"6/1",22,"pupa",""
167,"15",34,5,"167.15.34.5","5/11","Y","5/17",6,5.9,"Y","5/20",9,37.3,"Y","5/25",14,105.2,"Y","N","",NA,"","",NA,"6/8",28,"pupa",""
168,"M1",34,5,"168.M1.34.5","5/13","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",4,"1",""
169,"M1",34,5,"169.M1.34.5","5/13","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",4,"1",""
170,"M1",34,5,"170.M1.34.5","5/13","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",4,"1",""
171,"8",34,5,"171.8.34.5","5/9","Y","5/17",8,11.4,"Y","5/20",11,52.5,"N","",NA,NA,"","N","",NA,"","",NA,"5/27",18,"5",""
172,"15",34,5,"172.15.34.5","5/9","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",8,"2",""
173,"15",34,5,"173.15.34.5","5/9","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",8,"2",""
175,"3",21,5,"175.3.21.5","5/15","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",2,"1",""
176,"3",30,5,"176.3.30.5","5/11","Y","5/17",6,26.4,"Y","5/19",8,132.3,"Y","5/22",11,242.8,"Y","N","",NA,"","",NA,"5/30",19,"pupa","Spent 5/13 in 26 chamber"
177,"M1",30,5,"177.M1.30.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",3,"1",""
178,"15",30,5,"178.15.30.5","5/11","Y","5/17",6,9.5,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/22",11,"4",""
179,"15",30,5,"179.15.30.5","5/11","Y","5/17",6,26.4,"Y","5/18",7,27.9,"Y","5/22",11,168.6,"Y","Y","5/28",17,"Y","M",79.2,"",NA,"",""
180,"15",30,5,"180.15.30.5","5/11","Y","5/17",6,27.6,"Y","5/18",7,39.3,"Y","5/22",11,218.6,"Y","Y","5/29",18,"N","F",176.2,"",NA,"adult","deformed adult"
181,"M1",30,5,"181.M1.30.5","5/13","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/17",4,"2",""
182,"M1",30,5,"182.M1.30.5","5/13","Y","5/18",5,14.9,"Y","5/20",7,78.1,"Y","5/23",10,195.2,"Y","Y","5/29",16,"Y","M",92.1,"",NA,"adult",""
183,"M1",30,5,"183.M1.30.5","5/13","Y","5/18",5,14.3,"Y","5/20",7,74.2,"Y","5/23",10,182.5,"Y","Y","6/5",23,"N","M",57.1,"",NA,"adult","deformed adult"
184,"M1",30,5,"184.M1.30.5","5/13","Y","5/18",5,12.5,"Y","5/20",7,54.8,"Y","5/24",11,182.9,"Y","N","",NA,"","",NA,"6/5",23,"pupa",""
185,"M1",26,5,"185.M1.26.5","5/11","Y","5/18",7,8.2,"Y","5/21",10,58.1,"Y","5/26",15,193.4,"N","N","",NA,"","",NA,"5/27",16,"pupa int",""
186,"15",26,5,"186.15.26.5","5/9","Y","5/18",9,13.3,"Y","5/21",12,29.8,"Y","5/27",18,97.1,"Y","Y","6/3",25,"Y","M",59.8,"",NA,"adult",""
187,"8",26,5,"187.8.26.5","5/10","Y","5/18",8,13.1,"Y","5/21",11,41.8,"Y","5/25",15,166.2,"N","N","",NA,"","",NA,"5/26",16,"pupa int",""
188,"8",26,5,"188.8.26.5","5/11","Y","5/18",7,12.1,"Y","5/21",10,114.1,"Y","5/24",13,195,"Y","Y","5/31",20,"N","M",101.4,"",NA,"adult","deformed adult"
189,"8",26,5,"189.8.26.5","5/11","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",7,"3","problems molting"
190,"15",26,5,"190.15.26.5","5/10","Y","5/18",8,11.2,"Y","5/21",11,97.7,"Y","5/24",14,188.8,"N","N","",NA,"","",NA,"5/25",15,"pupa int ",""
191,"24",26,5,"191.24.26.5","5/10","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",8,"2",""
192,"M1",21,5,"192.M1.21.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",4,"1",""
193,"8",21,5,"193.8.21.5","5/9","Y","5/18",9,10.1,"Y","5/21",12,44.2,"Y","5/29",20,213.1,"N","N","",NA,"","",NA,"5/30",21,"pupa int",""
194,"8",21,5,"194.8.21.5","5/9","Y","5/18",9,11.9,"Y","5/21",12,49.7,"Y","5/27",18,180.2,"N","N","",NA,"","",NA,"5/28",19,"pupa int",""
195,"8",21,5,"195.8.21.5","5/9","Y","5/18",9,11.4,"Y","5/21",12,37.9,"Y","5/29",20,177.6,"Y","N","",NA,"","",NA,"6/7",29,"pupa",""
196,"8",21,5,"196.8.21.5","5/9","Y","5/18",9,11.1,"Y","5/21",12,38.9,"Y","5/29",20,174.8,"Y","N","",NA,"","",NA,"6/7",29,"pupa",""
197,"M1",21,5,"197.M1.21.5","5/13","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",5,"1",""
198,"15",34,5,"198.15.34.5","5/10","Y","5/18",8,11.4,"Y","5/21",11,43.6,"N","",NA,NA,"","N","",NA,"","",NA,"5/24",14,"5",""
199,"15",34,5,"199.15.34.5","5/11","Y","5/18",7,12.4,"Y","5/20",9,44.4,"Y","5/26",15,142.7,"Y","N","",NA,"","",NA,"6/10",30,"pupa",""
200,"15",34,5,"200.15.34.5","5/11","Y","5/18",7,11.4,"Y","5/21",10,34,"N","",NA,NA,"","N","",NA,"","",NA,"5/29",18,"5",""
201,"12",34,5,"201.12.34.5","5/11","Y","5/18",7,17.7,"Y","5/20",9,47.4,"Y","5/25",14,138.4,"Y","N","",NA,"","",NA,"6/10",30,"pupa",""
202,"M1",34,5,"202.M1.34.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",4,"2",""
203,"M1",34,5,"203.M1.34.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",4,"1",""
204,"8",34,5,"204.8.34.5","5/11","Y","5/18",7,15,"Y","5/20",9,42,"Y","5/25",14,113.4,"N","N","",NA,"","",NA,"5/26",15,"pupa int",""
205,"8",34,5,"205.8.34.5","5/11","Y","5/18",7,10.4,"Y","5/21",10,39.5,"N","",NA,NA,"","N","",NA,"","",NA,"6/2",22,"5",""
206,"3",34,5,"206.3.34.5","5/11","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",7,"2",""
207,"3",34,5,"207.3.34.5","5/11","Y","5/18",7,14.7,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/25",14,"4","problems molting to 5th"
208,"12",34,5,"208.12.34.5","5/11","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",7,"3",""
209,"3",16,5,"209.3.16.5","5/15","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/18",3,"1",""
210,"M1",26,5,"210.M1.26.5","5/14","Y","5/19",5,8.5,"Y","5/21",7,33.9,"Y","5/25",11,166.7,"N","N","",NA,"","",NA,"5/26",12,"pupa int",""
211,"12",34,5,"211.12.34.5","5/14","Y","5/19",5,8.7,"Y","5/22",8,35.68,"Y","5/27",13,129,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
212,"3",34,5,"212.3.34.5","5/11","Y","5/19",8,14.3,"Y","5/22",11,46.61,"Y","5/27",16,142.8,"Y","N","",NA,"","",NA,"6/9",29,"pupa",""
213,"8",34,5,"213.8.34.5","5/11","Y","5/19",8,9.6,"Y","5/23",12,34.4,"N","",NA,NA,"","N","",NA,"","",NA,"5/28",17,"5",""
214,"12",34,5,"214.12.34.5","5/10","Y","5/19",9,9.2,"Y","5/23",13,37.4,"Y","5/27",17,110,"N","N","",NA,"","",NA,"5/28",18,"pupa int",""
215,"M1",34,5,"215.M1.34.5","5/13","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/19",6,"1",""
216,"15",34,5,"216.15.34.5","5/9","Y","5/19",10,10.3,"Y","5/22",13,37.4,"N","",NA,NA,"","N","",NA,"","",NA,"5/28",19,"5",""
217,"12",30,5,"217.12.30.5","5/14","Y","5/19",5,7.3,"Y","5/21",7,41.2,"Y","5/27",13,199.5,"N","N","",NA,"","",NA,"6/1",18,"pupa int",""
218,"12",30,5,"218.12.30.5","5/14","Y","5/19",5,8.3,"Y","5/21",7,47.7,"Y","5/25",11,182.3,"N","N","",NA,"","",NA,"5/26",12,"pupa int",""
219,"12",30,5,"219.12.30.5","5/14","Y","5/19",5,7.8,"Y","5/21",7,40.3,"Y","5/26",12,199.9,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
220,"12",30,5,"220.12.30.5","5/14","Y","5/19",5,11.6,"Y","5/21",7,37.1,"Y","5/26",12,166.4,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
221,"12",30,5,"221.12.30.5","5/14","Y","5/19",5,22.8,"Y","5/20",6,44.1,"Y","5/26",12,257.9,"N","N","",NA,"","",NA,"5/26",12,"pupa int",""
222,"12",30,5,"222.12.30.5","5/14","Y","5/19",5,32.8,"Y","5/20",6,51.8,"Y","5/24",10,227.9,"Y","Y","6/5",22,"N","F",64.6,"",NA,"adult","deformed adult"
223,"M1",30,5,"223.M1.30.5","5/13","Y","5/19",6,8.8,"Y","5/21",8,60.9,"Y","5/24",11,176.9,"Y","N","",NA,"","",NA,"6/5",23,"pupa",""
224,"M1",30,5,"224.M1.30.5","5/13","Y","5/19",6,10.7,"Y","5/21",8,55.7,"Y","5/25",12,151.8,"N","N","",NA,"","",NA,"5/26",13,"pupa int",""
225,"M1",30,5,"225.M1.30.5","5/14","Y","5/19",5,7.7,"Y","5/21",7,43.8,"Y","5/25",11,141.6,"N","N","",NA,"","",NA,"5/26",12,"pupa int ",""
226,"M1",30,5,"226.M1.30.5","5/14","Y","5/19",5,18.5,"Y","5/21",7,85.8,"Y","5/24",10,179.6,"Y","Y","6/5",22,"N","",32.5,"",NA,"adult","deformed adult"
227,"M1",30,5,"227.M1.30.5","5/14","Y","5/19",5,6.4,"Y","5/21",7,32.4,"Y","5/25",11,128.7,"N","N","",NA,"","",NA,"5/26",12,"pupa int ",""
228,"M1",30,5,"228.M1.30.5","5/14","Y","5/19",5,14.2,"Y","5/21",7,70.3,"Y","5/24",10,146.3,"Y","N","",NA,"","",NA,"5/30",16,"pupa",""
229,"M1",30,5,"229.M1.30.5","5/14","Y","5/19",5,25,"Y","5/20",6,51.3,"Y","5/23",9,165.5,"Y","N","",NA,"","",NA,"6/1",18,"pupa",""
230,"8",21,5,"230.8.21.5","5/9","Y","5/19",10,14.2,"Y","5/22",13,61.1,"Y","5/30",21,209.4,"N","N","",NA,"","",NA,"5/31",22,"pupa int",""
231,"8",21,5,"231.8.21.5","5/9","Y","5/19",10,12.9,"Y","5/22",13,37.5,"Y","5/30",21,170.3,"Y","N","",NA,"","",NA,"6/5",27,"pupa",""
232,"8",21,5,"232.8.21.5","5/9","Y","5/19",10,6.2,"Y","5/23",14,36.7,"Y","5/31",22,180.5,"N","N","",NA,"","",NA,"6/1",23,"pupa int",""
233,"15",16,5,"233.15.16.5","5/12","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/19",7,"1",""
234,"M1",30,5,"234.M1.30.5","5/14","Y","5/20",6,10.6,"Y","5/22",8,54.34,"Y","5/26",12,176.1,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
235,"M1",30,5,"235.M1.30.5","5/14","Y","5/20",6,12.5,"Y","5/22",8,52.22,"Y","5/26",12,160.4,"N","N","",NA,"","",NA,"5/27",13,"pupa int",""
236,"M1",30,5,"236.M1.30.5","5/14","Y","5/20",6,17.5,"Y","5/22",8,58.33,"Y","5/26",12,173,"N","N","",NA,"","",NA,"6/1",18,"pupa int",""
237,"12",30,5,"237.12.30.5","5/14","Y","5/20",6,14.3,"Y","5/22",8,47.52,"Y","5/27",13,195.2,"Y","N","",NA,"","",NA,"6/11",28,"pupa",""
238,"12",30,5,"238.12.30.5","5/14","Y","5/20",6,10.1,"Y","5/22",8,46.07,"Y","5/27",13,184.9,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
239,"12",30,5,"239.12.30.5","5/14","Y","5/20",6,16.4,"Y","5/22",8,72.62,"Y","5/26",12,200.4,"N","N","",NA,"","",NA,"5/27",13,"pupa int",""
240,"M1",30,5,"240.M1.30.5","5/14","Y","5/20",6,34.6,"Y","5/21",7,57.6,"Y","5/24",10,160.9,"Y","Y","5/31",17,"Y","F",81,"",NA,"adult",""
241,"M1",30,5,"241.M1.30.5","5/14","Y","5/20",6,18.8,"Y","5/22",8,78.95,"Y","5/25",11,180.7,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
242,"M1",30,5,"242.M1.30.5","5/14","Y","5/20",6,16.1,"Y","5/22",8,48,"Y","5/26",12,154.7,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
243,"M1",30,5,"243.M1.30.5","5/14","Y","5/20",6,16.4,"Y","5/22",8,73.9,"Y","5/26",12,190.9,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
244,"M1",30,5,"244.M1.30.5","5/14","Y","5/20",6,13.9,"Y","5/22",8,52.81,"Y","5/26",12,179.2,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
245,"M1",34,5,"245.M1.34.5","5/14","Y","5/20",6,6.8,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/29",15,"4",""
246,"15",34,5,"246.15.34.5","5/14","Y","5/20",6,31.1,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/24",10,"4",""
247,"12",34,5,"247.12.34.5","5/14","Y","5/20",6,14.6,"Y","5/25",11,37.9,"N","",NA,NA,"","N","",NA,"","",NA,"5/31",17,"5",""
248,"12",34,5,"248.12.34.5","5/14","Y","5/20",6,13.9,"Y","5/24",10,54.6,"Y","5/28",14,125.8,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
249,"12",34,5,"249.12.34.5","5/14","Y","5/20",6,16.6,"Y","5/23",9,44,"Y","5/28",14,113.5,"Y","N","",NA,"","",NA,"6/8",25,"pupa",""
250,"12",34,5,"250.12.34.5","5/14","Y","5/20",6,15.4,"Y","5/22",8,33.4,"Y","5/27",13,106.3,"Y","N","",NA,"","",NA,"6/4",21,"pupa",""
251,"M1",34,5,"251.M1.34.5","5/14","Y","5/20",6,17.3,"Y","5/24",10,57.4,"N","",NA,NA,"","N","",NA,"","",NA,"6/4",21,"5",""
252,"24",34,5,"252.24.34.5","5/11","Y","5/20",9,4.6,"Y","5/26",15,29.3,"N","",NA,NA,"","N","",NA,"","",NA,"6/5",25,"5",""
253,"M1",34,5,"253.M1.34.5","5/13","Y","5/20",7,14.5,"Y","5/24",11,61.2,"Y","5/29",16,136.7,"N","N","",NA,"","",NA,"5/29",16,"pupa int",""
254,"M1",34,5,"254.M1.34.5","5/13","Y","5/20",7,12.4,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/24",11,"4",""
255,"M1",34,5,"255.M1.34.5","5/13","Y","5/20",7,14.8,"Y","5/25",12,54,"N","",NA,NA,"","N","",NA,"","",NA,"5/28",15,"5",""
256,"8",21,5,"256.8.21.5","5/11","Y","5/20",9,7.1,"Y","5/24",13,33.6,"Y","6/1",21,199.4,"N","N","",NA,"","",NA,"6/2",22,"pupa int",""
257,"8",21,5,"257.8.21.5","5/11","Y","5/20",9,9.7,"Y","5/23",12,40.1,"Y","5/31",20,216.1,"N","N","",NA,"","",NA,"6/1",21,"pupa int",""
258,"8",21,5,"258.8.21.5","5/11","Y","5/20",9,9.3,"Y","5/23",12,36.8,"Y","5/31",20,183,"N","N","",NA,"","",NA,"6/1",21,"pupa int",""
259,"8",21,5,"259.8.21.5","5/9","Y","5/20",11,15.6,"Y","5/23",14,41.9,"Y","5/31",22,243.9,"N","N","",NA,"","",NA,"6/1",23,"pupa int",""
260,"8",21,5,"260.8.21.5","5/9","Y","5/20",11,18.3,"Y","5/23",14,39.1,"Y","5/31",22,174,"N","N","",NA,"","",NA,"6/1",23,"pupa int",""
261,"M1",34,5,"261.M1.34.5","5/14","Y","5/21",7,13.8,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"6/4",21,"4",""
262,"3",34,5,"262.3.34.5","5/14","Y","5/21",7,10.1,"Y","5/24",10,57.1,"Y","5/28",14,167.1,"Y","N","",NA,"","",NA,"6/8",25,"pupa",""
263,"3",34,5,"263.3.34.5","5/14","Y","5/21",7,12.9,"Y","5/23",9,39.8,"Y","5/28",14,144.3,"Y","N","",NA,"","",NA,"6/5",22,"pupa",""
264,"M1",34,5,"264.M1.34.5","5/14","Y","5/21",7,14.9,"Y","5/24",10,53,"Y","5/28",14,147.8,"Y","N","",NA,"","",NA,"6/8",25,"pupa",""
265,"12",30,5,"265.12.30.5","5/14","Y","5/21",7,12.9,"Y","5/23",9,52.1,"Y","5/28",14,230.8,"N","N","",NA,"","",NA,"5/29",15,"pupa int",""
266,"M1",30,5,"266.M1.30.5","5/14","Y","5/21",7,21.9,"Y","5/23",9,67.5,"Y","5/27",13,163.9,"N","N","",NA,"","",NA,"5/28",14,"pupa int",""
267,"24",26,5,"267.24.26.5","5/15","Y","5/21",6,25.9,"Y","5/23",8,69.8,"Y","5/27",12,213.8,"Y","Y","6/3",19,"N","M",106.4,"",NA,"adult","deformed adult"
268,"M1",26,5,"268.M1.26.5","5/14","Y","5/21",7,20.3,"Y","5/23",9,56.4,"Y","5/27",13,187.5,"N","N","",NA,"","",NA,"5/28",14,"pupa int",""
269,"M1",26,5,"269.M1.26.5","5/14","Y","5/21",7,9.3,"Y","5/24",10,31.5,"Y","5/30",16,128.5,"N","N","",NA,"","",NA,"5/31",17,"pupa int",""
270,"M1",26,5,"270.M1.26.5","5/13","Y","5/21",8,36.4,"Y","5/23",10,173.1,"Y","5/25",12,169.4,"N","N","",NA,"","",NA,"5/26",13,"pupa int","Missed 5th or 4th?"
271,"M1",26,5,"271.M1.26.5","5/14","Y","5/21",7,34.9,"Y","5/23",9,154.7,"Y","5/26",12,204.1,"N","N","",NA,"","",NA,"5/27",13,"pupa int","Missed 5th or 4th?"
272,"M1",26,5,"272.M1.26.5","5/14","Y","5/21",7,33.1,"Y","5/23",9,169.1,"Y","5/25",11,198.5,"Y","Y","6/1",18,"N","F",112.5,"",NA,"adult","Missed 5th or 4th?; deformed adult"
273,"M1",26,5,"273.M1.26.5","5/14","Y","5/21",7,32.9,"Y","5/23",9,144.2,"Y","5/25",11,155.3,"N","N","",NA,"","",NA,"5/26",12,"pupa int","Missed 5th or 4th?"
274,"8",21,5,"274.8.21.5","5/11","Y","5/21",10,10.9,"Y","5/25",14,42.6,"Y","6/1",21,142.3,"N","N","",NA,"","",NA,"6/2",22,"pupa int",""
275,"3",21,5,"275.3.21.5","5/12","Y","5/21",9,9.7,"Y","5/25",13,39.8,"Y","6/2",21,191.2,"N","N","",NA,"","",NA,"6/2",21,"pupa int",""
276,"15",21,5,"276.15.21.5","5/11","Y","5/21",10,10,"Y","5/26",15,33.3,"Y","6/3",23,147.8,"N","N","",NA,"","",NA,"6/4",24,"pupa int",""
277,"15",21,5,"277.15.21.5","5/11","Y","5/21",10,9,"Y","5/26",15,55.2,"Y","6/1",21,202.3,"N","N","",NA,"","",NA,"6/2",22,"pupa int",""
278,"15",21,5,"278.15.21.5","5/11","Y","5/21",10,12,"Y","5/24",13,36.4,"Y","5/30",19,191.7,"N","N","",NA,"","",NA,"5/31",20,"pupa int",""
279,"15",16,5,"279.15.16.5","5/12","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/21",9,"1",""
282,"12",26,5,"282.12.26.5","5/15","Y","5/22",7,19.63,"Y","5/26",11,58.9,"N","",NA,NA,"","N","",NA,"","",NA,"6/3",19,"5",""
283,"12",26,5,"283.12.26.5","5/15/22","Y","5/22",7,26.1,"Y","5/24",9,60.2,"Y","5/28",13,195.8,"N","N","",NA,"","",NA,"5/29",14,"pupa int",""
284,"12",26,5,"284.12.26.5","5/15/22","Y","5/22",7,27,"Y","5/24",9,49.5,"N","",NA,NA,"","N","",NA,"","",NA,"5/31",16,"5",""
285,"12",26,5,"285.12.26.5","5/15/22","Y","5/22",7,24.7,"Y","5/24",9,48.3,"N","",NA,NA,"","N","",NA,"","",NA,"6/1",17,"5",""
286,"12",26,5,"286.12.26.5","5/15/22","Y","5/22",7,28.5,"Y","5/23",8,34,"Y","5/28",13,187,"N","N","",NA,"","",NA,"5/29",14,"pupa int",""
287,"M1",26,5,"287.M1.26.5","5/14","N","",NA,NA,"Y","5/22",8,48.24,"Y","5/27",13,214.2,"N","N","",NA,"","",NA,"5/28",14,"pupa int","Missed 4th?"
288,"M2",26,5,"288.M2.26.5","5/14","N","",NA,NA,"Y","5/22",8,52.59,"Y","5/26",12,172.8,"Y","N","",NA,"","",NA,"6/2",19,"pupa","Missed 4th?"
289,"M3",26,5,"289.M3.26.5","5/14","N","",NA,NA,"Y","5/22",8,47.85,"Y","5/26",12,187.8,"N","N","",NA,"","",NA,"5/27",13,"pupa int","Missed 4th?"
290,"m1",26,5,"290.m1.26.5","5/14","N","",NA,NA,"Y","5/22",8,43.4,"Y","5/26",12,162.7,"N","N","",NA,"","",NA,"5/27",13,"pupa int","Missed 4th?"
291,"24",26,5,"291.24.26.5","5/15","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/22",7,"1",""
292,"15",26,5,"292.15.26.5","5/9","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/22",13,"1",""
293,"12",26,5,"293.12.26.5","5/15","Y","5/22",7,16.52,"Y","5/24",9,37.6,"Y","5/31",16,209.2,"N","N","",NA,"","",NA,"6/1",17,"pupa int",""
294,"m1",34,5,"294.m1.34.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/22",8,"3",""
295,"M1",34,5,"295.M1.34.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/22",8,"2",""
296,"M1",34,5,"296.M1.34.5","5/14","Y","5/22",8,8.09,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/24",10,"4",""
297,"m1",34,5,"297.m1.34.5","5/14","Y","5/22",8,6.6,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/25",11,"4",""
298,"m1",34,5,"298.m1.34.5","5/14","Y","5/22",8,7.4,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/31",17,"4",""
299,"m1",34,5,"299.m1.34.5","5/14","Y","5/22",8,7.5,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/31",17,"4",""
300,"m1",21,5,"300.m1.21.5","5/14","Y","5/22",8,7.5,"Y","5/27",13,38.7,"Y","6/3",20,173.5,"N","N","",NA,"","",NA,"6/4",21,"pupa int",""
301,"m1",21,5,"301.m1.21.5","5/14","Y","5/22",8,5.5,"Y","5/26",12,31.7,"Y","6/2",19,160.6,"Y","N","",NA,"","",NA,"7/2",NA,"pupa",""
302,"8",21,5,"302.8.21.5","5/13","Y","5/22",9,12.17,"Y","5/26",13,51.9,"N","",NA,NA,"","N","",NA,"","",NA,"6/2",20,"5",""
303,"m1",21,5,"303.m1.21.5","5/14/22","Y","5/22",8,7.9,"Y","5/26",12,38.7,"N","",NA,NA,"","N","",NA,"","",NA,"6/2",19,"5",""
304,"8",21,5,"304.8.21.5","5/11","Y","5/22",11,7.08,"Y","5/27",16,44.6,"Y","6/4",24,231.2,"N","N","",NA,"","",NA,"6/4",24,"pupa int",""
305,"M1",34,5,"305.M1.34.5","5/14","Y","5/23",9,8.8,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/31",17,"4",""
306,"12",34,5,"306.12.34.5","5/14","Y","5/23",9,10.9,"Y","5/27",13,61.3,"Y","6/1",18,129.3,"N","N","",NA,"","",NA,"6/1",18,"pupa int",""
307,"M1",21,5,"307.M1.21.5","5/14","Y","5/23",9,8.3,"Y","5/28",14,39.2,"N","",NA,NA,"","N","",NA,"","",NA,"6/4",21,"5",""
308,"12",21,5,"308.12.21.5","5/14","Y","5/23",9,9.6,"Y","5/29",15,46.6,"N","",NA,NA,"","N","",NA,"","",NA,"6/18",35,"5",""
309,"12",21,5,"309.12.21.5","5/14","Y","5/23",9,10,"Y","5/29",15,47.7,"N","",NA,NA,"","N","",NA,"","",NA,"6/21",38,"5","diseased"
310,"M1",21,5,"310.M1.21.5","5/13","Y","5/23",10,5.6,"Y","5/27",14,32.7,"N","",NA,NA,"","N","",NA,"","",NA,"6/4",22,"5",""
311,"M1",21,5,"311.M1.21.5","5/13","Y","5/23",10,6.2,"Y","5/27",14,45.1,"N","",NA,NA,"","N","",NA,"","",NA,"6/1",19,"5",""
