"","CID","Treatment","Surv.4th","Time.4th","Mass.4th","Surv.5th","Time.5th","Mass.5th","Age.death","Surv.pupa","PupateOK","Age.pupa","Mass.pupa","Surv.adult","Time.eclose","Mass.adult","Sex","Eclose.ok","Expt","Population"
"1751","175","30","Y","6","9.27","Y","9","70.93",NA,"Y","Y","12","155.58","Y","6","84.42","male","Y","CA","CA"
"1761","176","30","Y","6","9.2","Y","15","16.83","16","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1771","177","34","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1781","178","34","Y","7","11.76","Y","8","14.8","18","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1791","179","34","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1801","180","34","Y","7","14.61","Y","13","41.8","23","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1811","181","34","Y","8","7.81","N",NA,NA,"18","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1821","182","34","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1831","183","34","Y","7","9.03","Y","11","51.55","16","Y","N","16","85.53","N",NA,NA,"","","CA","CA"
"1841","184","34","Y","7","6.96","Y","10","24.2","13","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1851","185","16","Y","14","11.37","N",NA,NA,"24","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1861","186","16","Y","14","13.13","Y","20","50.51",NA,"Y","N","33","171.62","N",NA,NA,"","","CA","CA"
"1871","187","16","Y","15","9.33","Y","22","33.36",NA,"Y","Y","34","149.76","Y","16","79.3","female","Y","CA","CA"
"1881","188","16","Y","13","7.82","Y","20","41.29","31","Y","N","31","211.85","N",NA,NA,"","","CA","CA"
"1891","189","21","Y","10","15.53","Y","13","37.18",NA,"Y","Y","20","169.74","Y","10","94.48","female","Y","CA","CA"
"1901","190","21","Y","9","11.72","Y","13","36.87",NA,"Y","N","20","150.85","N",NA,NA,"","","CA","CA"
"1911","191","21","Y","10","14.25","Y","13","53.45",NA,"Y","N","20","188.22","N",NA,NA,"","","CA","CA"
"1921","192","21","Y","11","13.7","N",NA,NA,"16","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"1931","193","21","Y","9","8.3","Y","13","41.43",NA,"Y","Y","21","220.48","Y","11","111.24","male","Y","CA","CA"
"1941","194","21","Y","9","10.96","Y","12","48.34",NA,"Y","Y","19","205.08","Y","12","96.51","male","Y","CA","CA"
"1951","195","21","Y","10","12.28","Y","16","59.33",NA,"Y","Y","23","171.02","N",NA,NA,"","","CA","CA"
"1961","196","21","Y","11","8.06","Y","16","31.51",NA,"Y","Y","24","175.96","Y","10","97.81","female","Y","CA","CA"
"1971","197","21","Y","11","15.62","Y","16","39.22",NA,"Y","Y","24","180.67","Y","10","92.82","female","Y","CA","CA"
"1981","198","21","Y","10","10.25","Y","14","46.81",NA,"Y","Y","22","190.17","Y","10","151.76","male","Y","CA","CA"
"1991","199","21","Y","11","11.32","Y","17","71.48",NA,"Y","Y","22","174.72","Y","11","81.77","male","Y","CA","CA"
"2001","200","21","Y","9","11.04","Y","13","49.4","20","Y","N","20","201.55","N",NA,NA,"","","CA","CA"
"2011","201","21","Y","10","12.02","Y","14","73.54",NA,"Y","Y","20","228.67","Y","11","98.03","male","Y","CA","CA"
"2021","202","26","Y","10","10.33","Y","12","29.23",NA,"Y","N","18","155.11","N",NA,NA,"","","CA","CA"
"2031","203","26","Y","8","10.11","Y","10","30.84",NA,"Y","Y","14","159.36","N",NA,NA,"","","CA","CA"
"2041","204","26","Y","10","11.23","Y","13","32.05","21","Y","N","21","159.14","N",NA,NA,"","","CA","CA"
"2051","205","26","Y","8","5.23","Y","12","27.61",NA,"Y","Y","17","144.71","Y","8","70.5","female","Y","CA","CA"
"2061","206","26","Y","8","6.24","Y","12","43.14","18","Y","N","18","161.11","N",NA,NA,"","","CA","CA"
"2071","207","26","Y","7","12.39","Y","9","31.76","15","Y","N","15","128.83","N",NA,NA,"","","CA","CA"
"2081","208","21","Y","10","11.74","Y","14","48.11",NA,"Y","Y","20","172.09","N",NA,NA,"","","CA","CA"
"2091","209","21","Y","11","18.49","Y","15","38.56","24","Y","N","23","159.95","N",NA,NA,"","","CA","CA"
"2101","210","21","Y","12","14.08","Y","17","36.74","26","Y","N","25","174.86","N",NA,NA,"","","CA","CA"
"2111","211","21","Y","12","8.09","Y","17","47.84","26","Y","N","25","193.45","N",NA,NA,"","","CA","CA"
"2121","212","21","Y","13","7.34","Y","20","32.82","30","Y","N","30","175.66","N",NA,NA,"","","CA","CA"
"2131","213","21","N",NA,NA,"N",NA,NA,"12","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2141","214","21","Y","10","12.39","Y","14","41.58",NA,"Y","Y","21","238.83","Y","11","119.96","male","Y","CA","CA"
"2151","215","21","Y","8","9.36","Y","12","32.37",NA,"Y","Y","20","183.41","Y","10","104.31","female","Y","CA","CA"
"2161","216","26","Y","9","11.38","Y","13","51.44",NA,"Y","Y","18","143.02","Y","8","81.22","male","Y","CA","CA"
"2171","217","26","Y","9","11.55","Y","14","30.22",NA,"Y","Y","20","165.38","Y","8","78.27","female","Y","CA","CA"
"2181","218","26","Y","8","13.89","Y","11","33.8",NA,"Y","Y","16","167.14","N",NA,NA,"","","CA","CA"
"2191","219","26","N",NA,NA,"N",NA,NA,"10","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2201","220","26","Y","7","11.32","Y","10","30.29","13","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2211","221","16","Y","13","8.6","Y","20","32.27",NA,"Y","N","32","193.22","N",NA,NA,"","","CA","CA"
"2221","222","16","Y","12","9.14","Y","19","48.74",NA,"Y","N","32","203.62","N",NA,NA,"","","CA","CA"
"2231","223","16","Y","12","9.66","Y","18","40.42",NA,"Y","Y","28","214.94","N",NA,NA,"","","CA","CA"
"2241","224","16","Y","15","13.02","Y","21","52.4",NA,"Y","Y","32","202.45","Y","16","161.25","","","CA","CA"
"2251","225","16","Y","13","7.91","Y","25","127.88",NA,"Y","N","32","210.74","N",NA,NA,"","","CA","CA"
"2261","226","16","Y","13","11.23","Y","20","58.4",NA,"Y","Y","29","204.83","Y","19","121.76","male","Y","CA","CA"
"2271","227","16","Y","14","9.56","Y","21","52.86","30","Y","N","30","183.91","N",NA,NA,"","","CA","CA"
"2281","228","30","Y","7","8.22","Y","10","42.76",NA,"Y","Y","14","182.37","Y","6","103.2","male","Y","CA","CA"
"2291","229","30","Y","7","16.41","Y","10","48.36",NA,"Y","Y","14","177.74","Y","6","95.61","female","Y","CA","CA"
"2301","230","34","Y","7","13.49","Y","11","57.71","18","Y","N","18","94.99","N",NA,NA,"","","CA","CA"
"2311","231","34","Y","8","12.29","N",NA,NA,"21","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2321","232","34","Y","4","8.72","Y","7","32.92",NA,"Y","Y","12","90.25","N",NA,NA,"","","CA","CA"
"2331","233","34","Y","4","10.18","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2341","234","34","Y","4","5.06","Y","8","39.62","16","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2351","235","16","Y","15","14.23","Y","21","50.32",NA,"Y","Y","31","223.41","Y","19","123.29","male","N","CA","CA"
"2361","236","16","Y","14","16.49","Y","20","45.95",NA,"Y","Y","31","166.84","Y","17","86.28","female","Y","CA","CA"
"2371","237","16","Y","15","9.64","Y","21","39.71",NA,"Y","Y","30","182.64","N",NA,NA,"","","CA","CA"
"2381","238","16","Y","15","9.98","Y","22","59.5",NA,"Y","N","33","262.23","N",NA,NA,"","","CA","CA"
"2391","239","30","Y","8","7.04","Y","11","32.83",NA,"Y","Y","16","191.08","N",NA,NA,"","","CA","CA"
"2401","240","30","Y","7","10.66","Y","9","28.31",NA,"Y","Y","13","149.95","Y","6","77.51","male","Y","CA","CA"
"2411","241","30","Y","6","7.44","Y","9","38.41",NA,"Y","Y","13","161.91","Y","6","95.36","female","Y","CA","CA"
"2421","242","30","Y","4","22.89","Y","5","34.95",NA,"Y","Y","9","157.85","N",NA,NA,"","","CA","CA"
"2431","243","21","Y","10","12.36","Y","15","33.65",NA,"Y","Y","23","184.05","Y","11","76.44","female","Y","CA","CA"
"2441","244","21","Y","9","10.19","Y","13","43.12",NA,"Y","Y","20","194.51","Y","11","79.69","male","Y","CA","CA"
"2451","245","21","Y","9","12.26","Y","13","48.49","34","Y","N","19","185.76","N",NA,NA,"","","CA","CA"
"2461","246","21","Y","10","9.94","Y","16","35.08",NA,"Y","Y","22","190.34","Y","12","93.98","female","Y","CA","CA"
"2471","247","21","N",NA,NA,"N",NA,NA,"9","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2481","248","21","Y","10","8.69","Y","16","34.73",NA,"Y","Y","24","128.7","Y","11","57.52","female","Y","CA","CA"
"2501","250","16","Y","15","7.83","Y","24","25.53",NA,"Y","Y","38","166.25","Y","26","137.3","female","Y","CA","CA"
"2511","251","16","Y","15","11.14","Y","22","48.41","34","Y","N","34","177.81","N",NA,NA,"","","CA","CA"
"2521","252","16","Y","18","10.19","Y","26","54.55","35","Y","N","35","202.86","N",NA,NA,"","","CA","CA"
"2531","253","16","Y","16","12.08","Y","22","47.53",NA,"Y","Y","33","170.9","N",NA,NA,"","","CA","CA"
"2541","254","16","Y","12","13.3","Y","18","45.18",NA,"Y","Y","29","216.7","Y","26","114.47","male","N","CA","CA"
"2551","255","16","Y","16","7.89","Y","22","39.27",NA,"Y","N","33","196.36","N",NA,NA,"","","CA","CA"
"2561","256","16","Y","16","12.54","Y","22","50.43",NA,"Y","Y","32","196.48","N",NA,NA,"","","CA","CA"
"2571","257","16","Y","15","10.25","Y","21","50.14",NA,"Y","Y","31","202.04","N",NA,NA,"","","CA","CA"
"2581","258","30","Y","5","10.89","Y","7","33.86",NA,"Y","Y","11","170.63","Y","6","99.71","female","N","CA","CA"
"2591","259","30","Y","5","11.44","Y","7","34.27",NA,"Y","Y","10","129.63","N",NA,NA,"","","CA","CA"
"2601","260","30","Y","5","17.09","Y","8","95.41",NA,"Y","Y","12","188.72","Y","7","75.54","male","Y","CA","CA"
"2611","261","30","N",NA,NA,"Y","6","34.99",NA,"Y","Y","10","141.55","Y","5","71.21","female","Y","CA","CA"
"2621","262","30","Y","5","14.61","Y","7","44.35",NA,"Y","Y","10","168.64","N",NA,NA,"","","CA","CA"
"2631","263","30","Y","5","15.06","Y","7","44.03",NA,"Y","Y","10","159.68","Y","6","150.05","female","N","CA","CA"
"2641","264","21","Y","15","11.85","Y","20","47.87",NA,"Y","Y","26","174.68","Y","11","80.77","female","Y","CA","CA"
"2651","265","21","Y","12","14.35","Y","16","46.76",NA,"Y","Y","24","193.52","Y","11","82.87","male","Y","CA","CA"
"2661","266","21","Y","12","16.86","Y","18","97.47",NA,"Y","Y","23","164.72","Y","11","107.26","female","Y","CA","CA"
"2671","267","21","Y","6","6.76","Y","11","29.62","19","Y","N","19","137.43","N",NA,NA,"","","CA","CA"
"2681","268","21","Y","6","14.66","Y","11","45.28",NA,"Y","Y","18","217.29","N",NA,NA,"","","CA","CA"
"2691","269","21","Y","6","9.07","Y","10","42.69",NA,"Y","Y","18","197.79","Y","11","135.13","male","Y","CA","CA"
"2701","270","30","Y","6","13.12","Y","9","48.73",NA,"Y","Y","13","144.99","Y","7","77.36","male","N","CA","CA"
"2711","271","30","Y","5","20.24","Y","7","50.96",NA,"Y","Y","10","150.68","Y","6","86.97","female","N","CA","CA"
"2721","272","30","Y","5","13.83","Y","7","47.93",NA,"Y","Y","10","137.94","Y","6","61.55","male","Y","CA","CA"
"2731","273","30","Y","5","20.03","Y","7","49.5",NA,"Y","Y","10","153.71","N",NA,NA,"","","CA","CA"
"2741","274","30","Y","5","17.9","Y","7","64.81",NA,"Y","Y","10","144.52","Y","6","97.22","female","N","CA","CA"
"2751","275","30","Y","5","23.65","Y","6","34.87",NA,"Y","Y","10","167.62","Y","6","98.23","male","N","CA","CA"
"2761","276","30","Y","5","9.82","Y","7","34.62",NA,"Y","Y","11","159.96","N",NA,NA,"","","CA","CA"
"2771","277","30","Y","5","9.35","Y","7","30.41",NA,"Y","Y","11","153.65","Y","6","101.94","female","N","CA","CA"
"2781","278","30","Y","6","15.12","Y","8","39.21",NA,"Y","Y","12","154.64","Y","7","65.14","female","","CA","CA"
"2791","279","30","Y","6","25.44","Y","8","78.41",NA,"Y","Y","11","156.42","Y","6","90.34","female","Y","CA","CA"
"2801","280","30","Y","7","9.28","Y","10","100.53",NA,"Y","Y","13","143.24","Y","7","75.13","female","Y","CA","CA"
"2811","281","30","Y","5","9.36","Y","8","28.59",NA,"Y","Y","12","136.05","Y","6","76.84","male","Y","CA","CA"
"2821","282","34","Y","7","6.03","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2831","283","34","Y","6","6.81","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2841","284","34","Y","6","11.01","N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2851","285","34","Y","5","10","Y","8","42.55","12","Y","N","12","127.21","N",NA,NA,"","","CA","CA"
"2861","286","34","Y","5","7.41","Y","11","29.85","19","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2871","287","16","Y","17","19.11","Y","21","37.05",NA,"Y","Y","31","174.38","Y","16","117.84","female","Y","CA","CA"
"2881","288","16","Y","18","15.66","N",NA,NA,"21","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2891","289","16","N",NA,NA,"N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2901","290","16","N",NA,NA,"N",NA,NA,"14","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2911","291","16","Y","18","12.23","Y","23","43.23","32","Y","N","32","172.8","N",NA,NA,"","","CA","CA"
"2921","292","16","N",NA,NA,"N",NA,NA,"14","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2931","293","16","Y","12","8.58","Y","20","55.07",NA,"Y","Y","30","210.52","N",NA,NA,"","","CA","CA"
"2941","294","16","Y","15","13.62","Y","21","58.33","31","Y","N","31","233.12","N",NA,NA,"","","CA","CA"
"2951","295","16","Y","14","11.23","Y","20","53.81",NA,"Y","Y","30","218.73","N",NA,NA,"","","CA","CA"
"2961","296","16","N",NA,NA,"N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"2971","297","16","Y","20","10.2","Y","29","34.88",NA,"Y","Y","41","197.47","Y","17","122.32","female","Y","CA","CA"
"2981","298","16","Y","19","10.76","Y","27","36.87",NA,"Y","N","38","162.51","Y","18","87.42","female","N","CA","CA"
"2991","299","16","Y","19","7.94","Y","25","29.44","36","Y","N","36","166.43","N",NA,NA,"","","CA","CA"
"3001","300","16","Y","18","10.48","Y","24","61.13",NA,"Y","Y","33","180.9","Y","16","113.3","female","Y","CA","CA"
"3011","301","16","Y","19","13.37","Y","26","47.73","38","Y","N","38","186.87","N",NA,NA,"","","CA","CA"
"3021","302","16","Y","19","12.01","Y","26","44.32",NA,"Y","Y","38","214.12","Y","18","110.08","male","Y","CA","CA"
"3031","303","16","Y","18","9.88","Y","26","40.43",NA,"Y","Y","36","181.59","Y","24","120.86","female","N","CA","CA"
"3041","304","34","Y","7","8.87","N",NA,NA,"20","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3051","305","34","Y","6","11.38","N",NA,NA,"20","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3061","306","34","Y","6","8.62","N",NA,NA,"18","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3071","307","34","Y","7","10.2","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3081","308","34","Y","7","9.06","N",NA,NA,"20","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3091","309","30","Y","6","8.67","Y","10","31.86",NA,"Y","Y","15","120.05","Y","7","60.05","female","Y","CA","CA"
"3101","310","30","Y","7","23.81","Y","9","47.94","13","Y","N","13","128.66","N",NA,NA,"","","CA","CA"
"3111","311","30","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3121","312","30","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3131","313","30","Y","8","16.84","Y","10","41.54",NA,"Y","Y","14","115.19","Y","7","59.77","female","Y","CA","CA"
"3141","314","16","Y","20","13.99","Y","25","43.65","36","Y","N","36","182.52","N",NA,NA,"","","CA","CA"
"3151","315","16","N",NA,NA,"N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3161","316","16","Y","21","10.89","Y","28","40.36","44","Y","N","44","143.02","N",NA,NA,"","","CA","CA"
"3171","317","16","Y","13","5.9","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3181","318","16","Y","11","11.92","Y","19","46.35","32","Y","N","32","240.02","N",NA,NA,"","","CA","CA"
"3191","319","16","Y","10","9.14","Y","18","36.84","32","Y","N","32","166.39","N",NA,NA,"","","CA","CA"
"3201","320","30","Y","8","10.82","Y","11","36.17",NA,"Y","Y","15","161.02","N",NA,NA,"","","CA","CA"
"3211","321","30","Y","7","13.47","Y","10","22.43","12","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3221","322","30","Y","7","9.24","Y","10","51.34",NA,"Y","Y","16","153.22","Y","7","103.11","male","N","CA","CA"
"3231","323","21","Y","8","13.9","Y","13","70.59",NA,"Y","Y","19","222.52","Y","11","105.72","male","Y","CA","CA"
"3241","324","21","Y","8","14.74","Y","12","52.31",NA,"Y","Y","18","169.59","Y","11","99.85","female","Y","CA","CA"
"3251","325","21","Y","9","9.85","Y","13","46.97",NA,"Y","Y","20","188.7","N",NA,NA,"","","CA","CA"
"3261","326","21","Y","8","11.69","Y","17","23.29",NA,"Y","Y","27","135.72","N",NA,NA,"","","CA","CA"
"3271","327","21","Y","9","13.41","Y","14","32.92",NA,"Y","Y","23","171.44","Y","9","88.31","male","Y","CA","CA"
"3281","328","21","Y","9","16.23","Y","13","68.09","19","Y","N","18","197.59","N",NA,NA,"","","CA","CA"
"3291","329","21","Y","11","21.78","Y","14","74.31",NA,"Y","Y","20","196.16","Y","11","88.75","female","Y","CA","CA"
"3301","330","21","Y","11","26.29","Y","13","37.73","21","Y","N","20","185.49","N",NA,NA,"","","CA","CA"
"3311","331","21","Y","13","13.43","Y","17","38.14","18","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3321","332","21","Y","11","9.61","Y","15","42.52",NA,"Y","Y","21","193.06","Y","10","141.55","female","Y","CA","CA"
"3331","333","21","Y","10","13.52","Y","15","67.98",NA,"Y","Y","21","189.25","Y","10","158.28","Female","Y","CA","CA"
"3341","334","21","Y","10","12.42","Y","14","29.98","18","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3351","335","21","Y","12","7.41","Y","17","48.51",NA,"Y","Y","24","182.48","Y","10","100.62","female","Y","CA","CA"
"3361","336","21","Y","10","13.72","Y","14","90.42","24","Y","N","21","209.59","N",NA,NA,"","","CA","CA"
"3371","337","21","Y","12","9.21","Y","17","38.57",NA,"Y","Y","24","204.18","Y","10","115.99","male","Y","CA","CA"
"3381","338","21","Y","13","10.27","Y","18","33.65","28","Y","N","28","175.04","N",NA,NA,"","","CA","CA"
"3391","339","21","Y","13","10.75","Y","17","52.6","24","Y","N","24","234.07","N",NA,NA,"","","CA","CA"
"3401","340","34","N",NA,NA,"N",NA,NA,"21","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3411","341","34","N",NA,NA,"N",NA,NA,"9","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3421","342","16","Y","12","10.02","Y","19","57.87","30","Y","N","30","257.34","N",NA,NA,"","","CA","CA"
"3431","343","16","Y","11","11.59","Y","17","41.22",NA,"Y","Y","27","180.78","Y","26","77.84","female","Y","CA","CA"
"3441","344","16","Y","19","10.44","Y","26","66.31",NA,"Y","Y","38","188.93","Y","21","73.25","female","Y","CA","CA"
"3451","345","16","N",NA,NA,"N",NA,NA,"16","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3461","346","16","Y","19","9.55","Y","27","56.75","39","Y","N","39","226.16","N",NA,NA,"","","CA","CA"
"3471","347","16","Y","13","10.57","Y","19","44.71",NA,"Y","Y","32","175.1","N",NA,NA,"","","CA","CA"
"3481","348","16","Y","14","9.21","Y","23","51.58","33","Y","N","33","176.92","N",NA,NA,"","","CA","CA"
"3491","349","21","Y","19","8.39","Y","24","58.57",NA,"Y","Y","31","182.58","N",NA,NA,"","","CA","CA"
"3501","350","21","Y","11","7.42","Y","15","38.02",NA,"Y","Y","23","179.97","Y","10","77.33","female","Y","CA","CA"
"3511","351","21","N",NA,NA,"N",NA,NA,"11","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3521","352","21","Y","10","7.09","Y","15","38.31",NA,"Y","Y","23","182.19","Y","10","73.03","female","Y","CA","CA"
"3531","353","21","Y","13","9.23","Y","18","67.92",NA,"Y","Y","25","180.92","N",NA,NA,"","","CA","CA"
"3541","354","21","Y","10","9.28","Y","15","40.71",NA,"Y","Y","22","138.54","N",NA,NA,"","","CA","CA"
"3551","355","21","Y","11","13.15","N",NA,NA,"25","Y","N","23","175.2","N",NA,NA,"","","CA","CA"
"3561","356","16","Y","20","9.91","Y","28","36.54",NA,"Y","Y","39","163.99","N",NA,NA,"","","CA","CA"
"3571","357","16","Y","11","8.24","Y","17","34.58","27","Y","N","27","192.71","N",NA,NA,"","","CA","CA"
"3581","358","16","Y","21","9.02","Y","28","36.21",NA,"Y","Y","38","188.38","Y","18","100.58","female","Y","CA","CA"
"3591","359","16","N",NA,NA,"N",NA,NA,"22","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3601","360","16","N",NA,NA,"N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3611","361","21","Y","10","11.07","Y","14","58.88",NA,"Y","Y","22","183","Y","9","82.03","female","Y","CA","CA"
"3621","362","21","Y","10","11.81","Y","13","30.61",NA,"Y","Y","19","152.02","Y","10","91.18","female","Y","CA","CA"
"3631","363","21","Y","10","13.28","Y","16","66.71",NA,"Y","Y","23","224.91","Y","10","158.71","male","Y","CA","CA"
"3641","364","21","Y","11","7.51","Y","15","45.81",NA,"Y","Y","22","156.61","Y","11","100.34","male","N","CA","CA"
"3651","365","21","Y","13","17.59","Y","17","73.7",NA,"Y","Y","24","223.86","Y","10","111.15","male","Y","CA","CA"
"3661","366","21","N",NA,NA,"N",NA,NA,"12","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3671","367","16","Y","15","6.3","Y","23","38.17",NA,"Y","Y","33","191.13","N",NA,NA,"","","CA","CA"
"3681","368","21","Y","12",NA,"Y","18","125.37",NA,"Y","Y","23","211.17","Y","12","130.81","female","Y","CA","CA"
"3691","369","16","Y","24","9.74","Y","30","49.76","40","Y","N","40","208.05","N",NA,NA,"","","CA","CA"
"3701","370","16","Y","22","8.32","Y","30","50.26","43","Y","N","43","230.7","N",NA,NA,"","","CA","CA"
"3711","371","16","Y","16","7.76","Y","24","47.21",NA,"Y","Y","34","209.31","Y","18","137.23","male","Y","CA","CA"
"3721","372","16","Y","18","7.06","Y","26","44","36","Y","N","36","192.31","N",NA,NA,"","","CA","CA"
"3731","373","16","Y","14","6.86","Y","21","45.84","31","Y","N","31","217.77","N",NA,NA,"","","CA","CA"
"3741","374","16","Y","14","7.75","Y","20","54.91","30","Y","N","30","218.49","N",NA,NA,"","","CA","CA"
"3751","375","16","Y","18","5.96","Y","25","34.65",NA,"Y","Y","36","184.28","N",NA,NA,"","","CA","CA"
"3761","376","16","Y","21","7.41","Y","29","27.9",NA,"Y","Y","44","98.21","N",NA,NA,"","","CA","CA"
"3771","377","16","Y","21","12.33","Y","29","31.66","42","Y","N","42","172.3","N",NA,NA,"","","CA","CA"
"3781","378","16","Y","17","6.06","Y","23","35.8","33","Y","N","33","176.3","N",NA,NA,"","","CA","CA"
"3791","379","16","Y","17","9.49","Y","23","40.82","35","Y","N","35","208.78","N",NA,NA,"","","CA","CA"
"3801","380","16","Y","20","14.45","Y","28","36.13",NA,"Y","Y","40","139.8","N",NA,NA,"","","CA","CA"
"3811","381","16","Y","21",NA,"Y","25","54.25","37","Y","N","37","269.75","N",NA,NA,"","","CA","CA"
"3821","382","16","Y","18","9.95","Y","27","48.76",NA,"Y","Y","38","209.65","N",NA,NA,"","","CA","CA"
"3831","383","16","N",NA,NA,"N",NA,NA,"21","N","",NA,NA,"N",NA,NA,"","","CA","CA"
"3841","384","16","Y","26","20.38","Y","30","50.17",NA,"Y","Y","40","218.47","Y","20","170.1","male","N","CA","CA"
"3851","385","16","Y","18","8.97","Y","24","40.17",NA,"Y","Y","35","197.97","Y","17","129.93","female","Y","CA","CA"
"3861","386","16","Y","20","8.07","Y","24","40.64",NA,"Y","Y","36","180.91","Y","17","93.56","male","Y","CA","CA"
"3871","387","16","Y","20","10.15","Y","24","48.54","37","Y","N","37","231.24","N",NA,NA,"","","CA","CA"
"3881","388","16","Y","13","12.16","N",NA,NA,NA,"Y","Y","25","212.94","Y","29","172.02","male","N","CA","CA"
"1102","1","16","Y","25","59.84","Y","29","198.6","35","Y","N","35","190.23","N",NA,NA,"","","WA1","WA"
"2102","2","21","Y","16","141.13","Y","18","199.01","22","Y","N","22","168.91","N",NA,NA,"","","WA1","WA"
"3102","3","26","Y","10","46.61","Y","12","171.07",NA,"Y","Y","14","171.69","Y","8","64.96","M","Y","WA1","WA"
"4101","4","30","Y","7","18.36","Y","9","116.33",NA,"Y","Y","13","173.79","Y","7","85.72","F","Y","WA1","WA"
"539","5","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"612","6","16","Y","27","41.59","Y","31","170.11","36","Y","N","36","179.09","N",NA,NA,"","","WA1","WA"
"712","7","21","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"812","8","26","Y","10","57.88","Y","12","164.74",NA,"Y","Y","13","152.66","Y","7","68.06","F","Y","WA1","WA"
"912","9","30","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1012","10","16","N",NA,NA,"N",NA,NA,"27","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1112","11","34","Y","13","65.56","Y","16","110.67","19","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1212","12","21","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1312","13","26","Y","11","60.15","Y","13","144.8",NA,"Y","Y","14","135.52","Y","8","55.84","F","Y","WA1","WA"
"1412","14","30","Y","9","85.16","Y","10","178.22",NA,"Y","Y","12","164.15","Y","7","83.81","M","Y","WA1","WA"
"1512","15","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1612","16","16","Y","24","178.5","Y","27","171.18","63","Y","Y","30",NA,"N",NA,NA,"","","WA1","WA"
"1712","17","21","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1812","18","26","Y","9","91.64","Y","11","208.22",NA,"Y","Y","12","191.73","Y","7","90.17","M","Y","WA1","WA"
"1912","19","30","Y","10","51.45","Y","12","161.84",NA,"Y","Y","14","140.92","Y","8","42.29","M","N","WA1","WA"
"2012","20","34","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA1","WA"
